series_id,fund_name,registrant,adviser,tickers,first_year,last_year,years,fund_of_funds,net_assets_last,terminated,type,transparent,confidence,note
S000068300,First Trust Securitized Plus ETF,First Trust Exchange-Traded Fund VIII,,DEED,2020,2025,6,,72474598.99,,fixed_income,Y,high,securitized credit
S000068306,American Century Mid Cap Growth Impact ETF,AMERICAN CENTURY ETF TRUST,,MID,2020,2024,5,,58483475.0584615,,equity_longonly,N,medium,American Century ActiveShares semi-transparent (MID)
S000068307,American Century Sustainable Equity ETF,AMERICAN CENTURY ETF TRUST,,ESGA,2020,2024,5,,192488112.409231,,equity_longonly,Y,medium,American Century transparent ESG (ActiveShares = FDG/FLV)
S000068386,Cabana Target Drawdown 5 ETF,Exchange Listed Funds Trust,,TDSA,2021,2023,3,Y,28287279,,allocation_fof,Y,high,Cabana target drawdown ETF-of-ETFs
S000068387,Cabana Target Beta ETF,Exchange Listed Funds Trust,,TDSB,2021,2025,5,Y,93160815.25783559,,allocation_fof,Y,high,Cabana target beta ETF-of-ETFs
S000068388,Cabana Target Drawdown 10 ETF,Exchange Listed Funds Trust,,TDSC,2021,2025,5,Y,204948152.45317793,,allocation_fof,Y,high,Cabana target drawdown ETF-of-ETFs
S000068389,Cabana Target Drawdown 13 ETF,Exchange Listed Funds Trust,,TDSD,2021,2023,3,Y,192774914,,allocation_fof,Y,high,Cabana target drawdown ETF-of-ETFs
S000068390,Cabana Target Drawdown 16 ETF,Exchange Listed Funds Trust,,TDSE,2021,2023,3,Y,142437264,,allocation_fof,Y,high,Cabana target drawdown ETF-of-ETFs
S000068402,JPMorgan Equity Premium Income ETF,J.P. Morgan Exchange-Traded Fund Trust,,JEPI,2020,2025,6,,37571049837.85,,equity_options,Y,high,"equity premium income, ELN/calls"
S000068407,JPMorgan International Growth ETF,J.P. Morgan Exchange-Traded Fund Trust,,JIG,2020,2025,6,,145671358.38,,equity_longonly,Y,high,intl growth equity
S000068433,TrueShares Structured Outcome (January) ETF,Listed Funds Trust,,JANZ,2021,2024,4,,17799056,,equity_options,Y,high,TrueShares structured outcome
S000068434,TrueShares Structured Outcome (October) ETF,Listed Funds Trust,,OCTZ,2020,2024,5,,6107069,,equity_options,Y,high,TrueShares structured outcome
S000068435,TrueShares Structured Outcome (November) ETF,Listed Funds Trust,,NOVZ,2020,2024,5,,19252900,,equity_options,Y,high,TrueShares structured outcome
S000068436,TrueShares Structured Outcome (December) ETF,Listed Funds Trust,,DECZ,2020,2024,5,,53296528,,equity_options,Y,high,TrueShares structured outcome
S000068437,Trueshares Structured Outcome (February) ETF,Listed Funds Trust,,FEBZ,2021,2024,4,,6139430,,equity_options,Y,high,TrueShares; structured outcome
S000068438,Trueshares Structured Outcome (March) ETF,Listed Funds Trust,,MARZ,2021,2024,4,,21767948,,equity_options,Y,high,TrueShares structured outcome
S000068439,TrueShares Structured Outcome (April) ETF,Listed Funds Trust,,APRZ,2021,2024,4,,17659411,,equity_options,Y,high,TrueShares structured outcome
S000068440,TrueShares Structured Outcome (May) ETF,Listed Funds Trust,,MAYZ,2021,2024,4,,5298050,,equity_options,Y,high,TrueShares structured outcome
S000068441,TrueShares Structured Outcome (June) ETF,Listed Funds Trust,,JUNZ,2021,2024,4,,4264970,,equity_options,Y,high,TrueShares structured outcome
S000068442,TrueShares Structured Outcome (July) ETF,Listed Funds Trust,,JULZ,2020,2024,5,,28552444,,equity_options,Y,high,TrueShares structured outcome
S000068443,TrueShares Structured Outcome (August) ETF,Listed Funds Trust,,AUGZ,2020,2024,5,,17174303,,equity_options,Y,high,TrueShares structured outcome
S000068444,TrueShares Structured Outcome (September) ETF,Listed Funds Trust,,SEPZ,2020,2024,5,,19377233,,equity_options,Y,high,structured outcome
S000068447,VanEck HIP Sustainable Muni ETF,VanEck ETF Trust,,SMI,2022,2025,4,,12061140.55615384,,fixed_income,Y,high,municipal
S000068493,Knowledge Leaders Developed World ETF,INVESTMENT MANAGERS SERIES TRUST,,KLDW,2021,2024,4,,128464635.46,,equity_longonly,Y,high,Knowledge Leaders equity
S000068502,Innovator U.S. Equity Ultra Buffer ETF - May,Innovator ETFs Trust,,UMAY,2020,2025,6,,54854492.1563288,,equity_options,Y,high,Innovator ultra buffer
S000068503,Innovator U.S. Equity Power Buffer ETF - May,Innovator ETFs Trust,,PMAY,2020,2025,6,,570918772.797644,,equity_options,Y,high,Innovator power buffer
S000068504,Innovator U.S. Equity Buffer ETF - May,Innovator ETFs Trust,,BMAY,2020,2025,6,,141221434.796575,,equity_options,Y,high,Innovator buffer
S000068543,ETC 6 Meridian Low Beta Equity Strategy ETF,EXCHANGE TRADED CONCEPTS TRUST,,SIXL,2020,2025,6,,189592151.00999999,,equity_longonly,Y,medium,low beta equity strategy
S000068544,ETC 6 Meridian Mega Cap Equity ETF,EXCHANGE TRADED CONCEPTS TRUST,,SIXA,2020,2025,6,,392586757.61000001,,equity_longonly,Y,high,mega cap equity
S000068545,ETC 6 Meridian Small Cap Equity ETF,EXCHANGE TRADED CONCEPTS TRUST,,SIXS,2020,2025,6,,97690438.26,,equity_longonly,Y,high,small cap equity
S000068546,ETC 6 Meridian Hedged Equity-Index Option Strategy ETF,EXCHANGE TRADED CONCEPTS TRUST,,SIXH,2020,2025,6,,506640116.41000003,,equity_options,Y,high,hedged equity index option strategy
S000068548,iShares Short Duration High Yield Muni Active ETF,BlackRock ETF Trust II,,SHYM,2021,2025,5,Y,271008822.18461538,,fixed_income,Y,high,high yield muni; fof flag incidental
S000068582,Global X Emerging Markets Bond ETF,Global X Funds,,EMBD,2020,2025,6,,224771133.78,,fixed_income,Y,high,Global X; EM bond
S000068596,Franklin U.S. Treasury Bond ETF,Franklin Templeton ETF Trust,,FLGV,2021,2026,6,,1043624062.89,,fixed_income,Y,high,Franklin; treasuries
S000068605,FT Vest Laddered Buffer ETF,First Trust Exchange-Traded Fund VIII,,BUFR,2020,2025,6,Y,6256067094.16,,equity_options,Y,medium,laddered buffer ETF-of-ETFs
S000068655,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July,Innovator ETFs Trust,,TBJL,2020,2025,6,,25496475.683589,,fixed_income,Y,high,buffer on long treasury bonds
S000068658,Innovator 20+ Year Treasury Bond 5 Floor ETF - Quarterly,Innovator ETFs Trust,,TFJL,2020,2025,6,,28424292.2585753,,fixed_income,Y,high,floor on 20+yr treasury (bond underlying)
S000068692,FT Vest U.S. Equity Buffer ETF - June,First Trust Exchange-Traded Fund VIII,,FJUN,2020,2025,6,,907908084.61,,equity_options,Y,high,FT Vest; buffer
S000068694,FT Vest U.S. Equity Deep Buffer ETF - June,First Trust Exchange-Traded Fund VIII,,DJUN,2020,2025,6,,265176333.89,,equity_options,Y,high,FT Vest; deep buffer
S000068805,Principal Spectrum Tax-Advantaged Dividend Active ETF,Principal Exchange-Traded Funds,,PQDI,2020,2025,6,,39987392.02076923,,fixed_income,Y,medium,preferred / tax-advantaged dividend securities
S000068853,FT Vest U.S. Equity Deep Buffer ETF - July,First Trust Exchange-Traded Fund VIII,,DJUL,2020,2025,6,,354693738.5,,equity_options,Y,high,FT Vest; deep buffer
S000068855,FT Vest U.S. Equity Buffer ETF - July,First Trust Exchange-Traded Fund VIII,,FJUL,2020,2025,6,,953548832.48,,equity_options,Y,high,FT Vest; buffer
S000068868,Innovator U.S. Small Cap Power Buffer ETF - July,Innovator ETFs Trust,,KJUL,2020,2025,6,,148025329.94,,equity_options,Y,high,Innovator buffer series
S000068870,Innovator Growth-100 Power Buffer ETF - July,Innovator ETFs Trust,,NJUL,2020,2025,6,,236203178.064959,,equity_options,Y,high,Innovator buffer/defined outcome
S000068877,Innovator Double Stacker ETF - October,Innovator ETFs Trust,,DSOC,2020,2022,3,,7059624.47871233,,equity_options,Y,high,Innovator double stacker
S000068946,Inspire Capital Appreciation ETF,Northern Lights Fund Trust IV,,RISN,2020,2025,6,,85421405.470274,,equity_longonly,Y,medium,Inspire faith-based equity
S000068959,Natixis Vaughan Nelson Mid Cap ETF,Natixis ETF Trust II,,VNMC,2020,2023,4,,6165019.47307692,,equity_longonly,N,medium,Natixis ActiveShares non-transparent vintage
S000068960,Natixis Vaughan Nelson Select ETF,Natixis ETF Trust II,,VNSE,2020,2025,6,,14207324.43923076,,equity_longonly,N,medium,Natixis ActiveShares non-transparent vintage
S000068966,Sterling Capital Focus Equity ETF,Northern Lights Fund Trust IV,,LCG,2021,2025,5,,42333189,,equity_longonly,Y,high,focus equity
S000069038,Gabelli Growth Innovators ETF,Gabelli ETFs Trust,,GGRW,2021,2025,5,,6989732,,equity_longonly,Y,high,Gabelli growth equities
S000069039,Gabelli Financial Services Opportunities ETF,Gabelli ETFs Trust,,GABF,2022,2025,4,,40131116,,equity_longonly,Y,high,Gabelli; financials equities
S000069043,Gabelli Love Our Planet & People ETF,Gabelli ETFs Trust,,LOPP,2021,2025,5,,11895122,,equity_longonly,Y,high,Gabelli ESG equity
S000069045,Gabelli Commercial Aerospace and Defense ETF,Gabelli ETFs Trust,,GCAD,2023,2025,3,,10599605,,equity_longonly,Y,high,Gabelli; aerospace/defense equities
S000069134,Guinness Atkinson Asia Pacific Dividend Builder ETF,GUINNESS ATKINSON FUNDS,,ADIV,2021,2025,5,,13592525,,equity_longonly,Y,high,Asia dividend stocks
S000069135,Guinness Atkinson Dividend Builder ETF,GUINNESS ATKINSON FUNDS,,DIVS,2021,2025,5,,40817105,,equity_longonly,Y,high,Guinness Atkinson; dividend equity
S000069152,Simplify US Equity PLUS Convexity ETF,Simplify Exchange Traded Funds,,SPYC,2021,2025,5,,74592873,,equity_options,Y,high,Simplify PLUS convexity
S000069153,Simplify US Equity PLUS Downside Convexity ETF,Simplify Exchange Traded Funds,,SPD,2021,2025,5,,107046945,,equity_options,Y,high,Simplify PLUS downside convexity
S000069154,Simplify US Equity PLUS Upside Convexity ETF,Simplify Exchange Traded Funds,,SPUC,2021,2025,5,,51278351,,equity_options,Y,high,Simplify PLUS upside convexity
S000069181,AllianzIM U.S. Equity Buffer10 Jul ETF,AIM ETF Products Trust,,JULT,2020,2025,6,,69828930.09999999,,equity_options,Y,high,AllianzIM buffer
S000069182,AllianzIM U.S. Equity Buffer20 Jul ETF,AIM ETF Products Trust,,JULW,2020,2025,6,,230137840.69,,equity_options,Y,high,AllianzIM buffer
S000069260,iShares Health Innovation Active ETF,BlackRock ETF Trust,,BMED,2021,2025,5,Y,3597698.67461538,,equity_longonly,Y,medium,iShares healthcare equity; fof=Y flag
S000069261,BlackRock Future Tech ETF,BlackRock ETF Trust,,BTEK,2021,2024,4,Y,14170339.49384615,,equity_longonly,Y,medium,thematic tech equity; FoF flag likely cash sweep
S000069262,BlackRock Future Innovators ETF,BlackRock ETF Trust,,BFTR,2021,2023,3,Y,7118016.63230769,,equity_longonly,Y,medium,BlackRock growth equity; fof=Y flag
S000069264,CornerCap Fundametrics Large-Cap ETF,Trust for Advised Portfolios,,FUNL,2021,2023,3,,136189436.62,,equity_longonly,Y,high,CornerCap quant large cap
S000069304,Avantis Core Fixed Income ETF,AMERICAN CENTURY ETF TRUST,,AVIG,2021,2024,4,,662143680.933077,,fixed_income,Y,high,core bond
S000069305,Avantis Core Municipal Fixed Income ETF,AMERICAN CENTURY ETF TRUST,,AVMU,2021,2024,4,,129285402.733077,,fixed_income,Y,high,municipal bond
S000069306,Avantis Short-Term Fixed Income ETF,AMERICAN CENTURY ETF TRUST,,AVSF,2021,2024,4,,312675276.237692,,fixed_income,Y,high,short-term bond
S000069329,FT Vest U.S. Equity Buffer ETF - September,First Trust Exchange-Traded Fund VIII,,FSEP,2021,2025,5,,822405637.49,,equity_options,Y,high,FT Vest buffer
S000069332,FT Vest U.S. Equity Deep Buffer ETF - September,First Trust Exchange-Traded Fund VIII,,DSEP,2021,2025,5,,247568440.65,,equity_options,Y,high,FT Vest; deep buffer
S000069334,2ndVote Life Neutral Plus ETF,2nd Vote Funds,,LYFE,2021,2023,3,,17356368.621,,equity_longonly,Y,medium,values-screened equity
S000069336,2ndVote Society Defended ETF,2nd Vote Funds,,EGIS,2021,2023,3,,25415738.474,,equity_longonly,Y,high,defense sector equity
S000069359,WisdomTree Enhanced Commodity Strategy Fund,WisdomTree Trust,,GCC,2021,2025,5,,135557326,,commodity_futures,Y,high,WisdomTree commodity strategy
S000069432,Dimensional US Core Equity Market ETF,Dimensional ETF Trust,,DFAU,2021,2025,5,,7971519929.56,,equity_longonly,Y,high,Dimensional equity
S000069433,Dimensional International Core Equity Market ETF,Dimensional ETF Trust,,DFAI,2021,2025,5,,9415709091.92308,,equity_longonly,Y,high,Dimensional equity
S000069434,Dimensional Emerging Core Equity Market ETF,Dimensional ETF Trust,,DFAE,2021,2025,5,,5634171706.57462,,equity_longonly,Y,high,Dimensional equity
S000069483,Mairs & Power Minnesota Municipal Bond ETF,Trust for Professional Managers,,MINN,2021,2025,5,,27225904,,fixed_income,Y,high,Minnesota municipal
S000069521,AllianzIM U.S. Equity Buffer10 Oct ETF,AIM ETF Products Trust,,OCTT,2020,2025,6,,116209938.90000001,,equity_options,Y,high,AllianzIM buffer
S000069522,AllianzIM U.S. Equity Buffer20 Oct ETF,AIM ETF Products Trust,,OCTW,2020,2025,6,,348983947.91000003,,equity_options,Y,high,AllianzIM buffer
S000069542,LHA Market State Tactical Beta ETF,ETF Series Solutions,,MSTB,2020,2025,6,,157314133.35,,allocation_fof,Y,medium,LHA Market State tactical beta (ETF + hedges)
S000069579,Trend Aggregation Conservative ETF,Collaborative Investment Series Trust,,TACE,2021,2021,1,,12853862.32,,allocation_fof,Y,medium,trend aggregation ETF allocation
S000069602,Innovator Double Stacker 9 Buffer ETF - October,Innovator ETFs Trust,,DBOC,2020,2022,3,,18104112.6563288,,equity_options,Y,high,Innovator double stacker buffer
S000069603,Innovator Triple Stacker ETF - October,Innovator ETFs Trust,,TSOC,2020,2022,3,,10369417.4845205,,equity_options,Y,high,Innovator stacker options
S000069622,NYLI MacKay California Muni Intermediate ETF,New York Life Investments Active ETF Trust,,MMCA,2022,2025,4,,25262525,,fixed_income,Y,high,California muni
S000069643,ClearShares Piton Intermediate Fixed Income ETF,ETF Series Solutions,,PIFI,2021,2025,5,,99786682.777,,fixed_income,Y,high,intermediate fixed income
S000069649,FT Vest U.S. Equity Buffer ETF - October,First Trust Exchange-Traded Fund VIII,,FOCT,2021,2025,5,,803864187.02,,equity_options,Y,high,FT Vest buffer
S000069651,FT Vest U.S. Equity Deep Buffer ETF - October,First Trust Exchange-Traded Fund VIII,,DOCT,2021,2025,5,,284396740.24,,equity_options,Y,high,FT Vest; deep buffer
S000069652,SoFi Weekly Income ETF,Tidal ETF Trust,,TGIF,2021,2023,3,,22565319.404,,fixed_income,Y,medium,SoFi weekly income; bond portfolio
S000069668,Gadsden Dynamic Multi-Asset ETF,EA Series Trust,,GDMA,2021,2024,4,Y,149944277.668033,,allocation_fof,Y,high,Gadsden; multi-asset FoF
S000069694,Leatherback Long/Short Alternative Yield ETF,Tidal Trust I,,LBAY,2021,2025,5,,34615948.04,,equity_longshort,Y,high,long/short alternative yield
S000069705,Janus Henderson AAA CLO ETF,Janus Detroit Street Trust,,JAAA,2020,2025,6,,20880842349.57,,fixed_income,Y,high,CLO
S000069798,Rareview Dynamic Fixed Income ETF,Collaborative Investment Series Trust,,RDFI,2021,2024,4,,39718016.68,,fixed_income,Y,medium,Rareview dynamic fixed income (closed-end fund sleeves)
S000069799,Rareview Tax Advantaged Income ETF,Collaborative Investment Series Trust,,RTAI,2021,2024,4,,19714448.84,,fixed_income,Y,medium,tax-advantaged muni income
S000069835,WisdomTree Target Range Fund,WisdomTree Trust,,GTR,2022,2025,4,,56966962,,equity_options,Y,medium,WisdomTree Target Range; equity index options
S000069950,Adasina Social Justice All Cap Global ETF,Tidal Trust I,,JSTC,2021,2025,5,,220679327.9,,equity_longonly,Y,high,global ESG equity
S000069955,Alger Mid Cap 40 ETF,Alger ETF Trust,,FRTY,2021,2025,5,,100768275.97,,equity_longonly,Y,high,Alger; mid cap growth
S000069956,Alger 35 ETF,Alger ETF Trust,,ATFV,2021,2025,5,,54663746.12,,equity_longonly,Y,high,Alger concentrated growth
S000069963,Guinness Atkinson Sustainable Energy ETF,GUINNESS ATKINSON FUNDS,,SOLR,2020,2025,6,,3943784,,equity_longonly,Y,high,sustainable energy equity
S000069970,QRAFT AI-Enhanced U.S. Next Value ETF,Exchange Listed Funds Trust,,NVQ,2021,2023,3,,5308068,,equity_longonly,Y,high,QRAFT AI quant equity
S000069980,Gotham Enhanced 500 ETF,Tidal Trust I,,GSPY,2021,2025,5,,535196360.9,,equity_longonly,Y,medium,"Gotham enhanced index equity, long only"
S000069997,Clough Hedged Equity ETF,Listed Funds Trust,,CBLS,2021,2024,4,,19887914.0980601,,equity_longshort,Y,high,Clough hedged equity
S000069998,Clough Select Equity ETF,Listed Funds Trust,,CBSE,2021,2024,4,,13149695.7747268,,equity_longonly,Y,medium,Clough select equity
S000070010,ATAC US Rotation ETF,Tidal Trust I,,RORO,2021,2025,5,,4908559.487,,allocation_fof,Y,medium,risk-on/risk-off ETF rotation
S000070014,Virtus Terranova U.S. Quality Momentum ETF,Virtus ETF Trust II,,JOET,2023,2024,2,,96320829,,equity_longonly,Y,high,quality momentum equity
S000070039,American Century Low Volatility ETF,AMERICAN CENTURY ETF TRUST,,LVOL,2021,2024,4,,11284916.6584615,,equity_longonly,U,medium,"American Century low vol equity; ActiveShares family, this series' structure unverified"
S000070040,American Century Quality Convertible Securities ETF,AMERICAN CENTURY ETF TRUST,,QCON,2021,2024,4,,37167717.3146154,,fixed_income,Y,medium,convertible securities; not an ActiveShares series
S000070041,American Century Quality Preferred ETF,AMERICAN CENTURY ETF TRUST,,QPFF,2021,2024,4,,63208028.6676923,,fixed_income,Y,high,preferred securities
S000070046,BALLAST SMALL/MID CAP ETF,Unified Series Trust,,MGMT,2021,2025,5,,154498760.24,,equity_longonly,Y,medium,Ballast small/mid cap equity
S000070080,Invesco Focused Discovery Growth ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,IVDG,2021,2022,2,,807845.67666666,,equity_longonly,N,high,Invesco proxy-basket semi-transparent series
S000070081,Invesco Select Growth ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,IVSG,2021,2022,2,,1152509.3425,,equity_longonly,N,high,Invesco proxy-basket semi-transparent series
S000070084,Invesco US Large Cap Core ESG ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,IVLC,2021,2022,2,,6273431.20333333,,equity_longonly,N,high,Invesco proxy-basket semi-transparent series
S000070085,Invesco Real Assets ESG ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,IVRA,2021,2025,5,,12616268.60166667,,equity_longonly,N,medium,Invesco proxy-basket; real-assets equity
S000070087,FT Vest Gold Strategy Target Income ETF,First Trust Exchange-Traded Fund,,IGLD,2021,2025,5,,256463725.72,,commodity_futures,Y,high,gold strategy w/ target income options
S000070088,FT Vest Gold Strategy Quarterly Buffer ETF,First Trust Exchange-Traded Fund,,BGLD,2021,2025,5,,63693919.75,,commodity_futures,Y,medium,gold strategy with buffer options
S000070110,AdvisorShares Q Portfolio Blended Allocation ETF,AdvisorShares Trust,,QPT,2021,2022,2,Y,4216664,,allocation_fof,Y,high,N-CEN fund_of_funds=Y; blended allocation
S000070111,AdvisorShares Q Dynamic Growth ETF,AdvisorShares Trust,,QPX,2021,2025,5,Y,25077491,,allocation_fof,Y,high,N-CEN fund_of_funds=Y; dynamic growth allocation
S000070115,Simplify Nasdaq 100 PLUS Convexity ETF,Simplify Exchange Traded Funds,,QQC,2021,2022,2,,8565697,,equity_options,Y,high,Simplify Nasdaq-100 + convexity options
S000070116,Simplify Nasdaq 100 PLUS Downside Convexity ETF,Simplify Exchange Traded Funds,,QQD,2021,2022,2,,13200305,,equity_options,Y,high,Simplify Nasdaq-100 + downside convexity options
S000070124,Inspire Faithward Large Cap Momentum ESG ETF,Northern Lights Fund Trust IV,,FEVR,2021,2021,1,,36751038.69310057,,equity_longonly,Y,high,Inspire; momentum equity
S000070125,Inspire Growth ETF,Northern Lights Fund Trust IV,,GLRY,2021,2025,5,,81565258.87090407,,equity_longonly,Y,high,Inspire; faith-based equity
S000070130,Simplify Volt Cloud and Cybersecurity Disruption ETF,Simplify Exchange Traded Funds,,VCLO,2021,2022,2,,10999185,,equity_options,Y,medium,Simplify Volt concentrated equity + options
S000070131,Simplify Volt Fintech Disruption ETF,Simplify Exchange Traded Funds,,VFIN,2021,2021,1,,2358665,,equity_options,Y,medium,Simplify Volt concentrated equity + options
S000070132,Simplify Volt Pop Culture Disruption ETF,Simplify Exchange Traded Funds,,VPOP,2021,2021,1,,1216000,,equity_options,Y,medium,Simplify Volt concentrated equity + options
S000070133,Simplify Volt TSLA Revolution ETF,Simplify Exchange Traded Funds,,VCAR,2021,2025,5,,15936797,,equity_options,Y,medium,Simplify Volt concentrated equity + options
S000070140,UPHOLDINGS Compound Kings ETF,EA Series Trust,,KNGS,2021,2023,3,,0,05/2023,equity_longonly,Y,high,concentrated equity
S000070143,KFA Mount Lucas Index Strategy ETF,Krane Shares Trust,,KMLM,2021,2022,2,,32755190.5229589,,commodity_futures,Y,high,Mount Lucas managed futures
S000070185,Distillate International Fundamental Stability & Value ETF,ETF Series Solutions,,DSTX,2023,2024,2,,33742685.12,,equity_longonly,Y,high,Distillate; intl value equity
S000070187,FT Vest U.S. Equity Buffer ETF - December,First Trust Exchange-Traded Fund VIII,,FDEC,2021,2025,5,,921582580.91,,equity_options,Y,high,FT Vest; buffer
S000070189,FT Vest U.S. Equity Deep Buffer ETF - December,First Trust Exchange-Traded Fund VIII,,DDEC,2021,2025,5,,320015732.24,,equity_options,Y,high,FT Vest deep buffer series
S000070225,FT Vest Nasdaq-100 Buffer ETF - December,First Trust Exchange-Traded Fund VIII,,QDEC,2021,2025,5,,473489444.96,,equity_options,Y,high,FT Vest Nasdaq-100 buffer
S000070228,FT Vest International Equity Moderate Buffer ETF - December,First Trust Exchange-Traded Fund VIII,,YDEC,2021,2025,5,,69723224.94,,equity_options,Y,high,FT Vest international buffer
S000070233,Fidelity Fundamental Large Cap Growth ETF,FIDELITY COVINGTON TRUST,,FFLG,2021,2025,5,,366411818,,equity_longonly,N,medium,Fidelity Fundamental active equity
S000070234,Fidelity Magellan ETF,FIDELITY COVINGTON TRUST,,FMAG,2021,2025,5,,186070803,,equity_longonly,N,high,Fidelity proxy-basket semi-transparent
S000070235,Fidelity Real Estate Investment ETF,FIDELITY COVINGTON TRUST,,FPRO,2021,2025,5,,14815406,,equity_longonly,N,high,Fidelity proxy-basket; REIT equities
S000070236,Fidelity Fundamental Small-Mid Cap ETF,FIDELITY COVINGTON TRUST,,FFSM,2021,2025,5,,443737198,,equity_longonly,N,medium,Fidelity Fundamental active equity
S000070261,The SPAC and New Issue ETF,Collaborative Investment Series Trust,,SPCX,2021,2024,4,,13428724.6,,equity_longonly,Y,medium,SPAC and new issue equity
S000070331,AllianzIM U.S. Equity Buffer10 Jan ETF,AIM ETF Products Trust,,JANT,2021,2025,5,,113682748.17,,equity_options,Y,high,AllianzIM buffer
S000070332,AllianzIM U.S. Equity Buffer20 Jan ETF,AIM ETF Products Trust,,JANW,2021,2025,5,,378414768.01999998,,equity_options,Y,high,AllianzIM buffer
S000070373,Swan Hedged Equity US Large Cap ETF,Listed Funds Trust,,HEGD,2021,2025,5,,424563697,,equity_options,Y,high,Swan hedged equity; put/collar overlay
S000070374,Pacer Swan SOS Conservative (January) ETF,Pacer Funds Trust,,PSCX,2021,2025,5,,17756742,,equity_options,Y,high,Pacer Swan SOS structured outcome
S000070375,Pacer Swan SOS Flex (April) ETF,Pacer Funds Trust,,PSFM,2021,2025,5,,22361157,,equity_options,Y,high,Pacer Swan SOS Flex structured outcome
S000070376,Pacer Swan SOS Flex (July) ETF,Pacer Funds Trust,,PSFJ,2021,2025,5,,26169299,,equity_options,Y,high,Pacer Swan SOS Flex structured outcome
S000070377,Pacer Swan SOS Flex (October) ETF,Pacer Funds Trust,,PSFO,2021,2025,5,,14924633,,equity_options,Y,high,Pacer Swan SOS Flex structured outcome
S000070378,Pacer Swan SOS Fund of Funds ETF,Pacer Funds Trust,,PSFF,2021,2025,5,Y,302198357,,allocation_fof,Y,high,N-CEN fund_of_funds=Y; fund of SOS ETFs
S000070379,Pacer Swan SOS Conservative (April) ETF,Pacer Funds Trust,,PSCW,2021,2025,5,,25178116,,equity_options,Y,high,Pacer Swan SOS structured outcome
S000070380,Pacer Swan SOS Conservative (July) ETF,Pacer Funds Trust,,PSCJ,2021,2025,5,,18234694,,equity_options,Y,high,Pacer Swan SOS structured outcome
S000070381,Pacer Swan SOS Conservative (October) ETF,Pacer Funds Trust,,PSCQ,2021,2025,5,,8801551,,equity_options,Y,high,Pacer Swan SOS structured outcome
S000070382,Pacer Swan SOS Moderate (January) ETF,Pacer Funds Trust,,PSMD,2021,2025,5,,63652388,,equity_options,Y,high,Pacer Swan SOS structured outcome
S000070383,Pacer Swan SOS Moderate (April) ETF,Pacer Funds Trust,,PSMR,2021,2025,5,,59358671,,equity_options,Y,high,Pacer Swan SOS structured outcome
S000070384,Pacer Swan SOS Moderate (July) ETF,Pacer Funds Trust,,PSMJ,2021,2025,5,,63190656,,equity_options,Y,high,Pacer Swan SOS structured outcome
S000070385,Pacer Swan SOS Moderate (October) ETF,Pacer Funds Trust,,PSMO,2021,2025,5,,43989360,,equity_options,Y,high,Pacer Swan SOS structured outcome
S000070386,Pacer Swan SOS Flex (January) ETF,Pacer Funds Trust,,PSFD,2021,2025,5,,38913711,,equity_options,Y,high,Pacer Swan SOS Flex structured outcome
S000070423,Adaptive Alpha Opportunities ETF,Starboard Investment Trust,,AGOX,2021,2025,5,,308101723.34,,allocation_fof,Y,medium,go-anywhere multi-asset
S000070439,Franklin Exponential Data ETF,Franklin Templeton ETF Trust,,XDAT,2021,2026,6,,4064522.4,,equity_longonly,Y,high,Franklin thematic data equities
S000070441,ALPS Active REIT ETF,ALPS ETF Trust,,REIT,2021,2025,5,,43804326,,equity_longonly,N,high,ALPS Active REIT / Blue Tractor semi-transparent
S000070451,Main Thematic Innovation ETF,Northern Lights Fund Trust IV,,TMAT,2021,2025,5,Y,167780379.10347939,,equity_longonly,Y,medium,holds 85 individual stocks despite FoF flag; looked up
S000070457,Cabot Growth ETF,Listed Funds Trust,,CBTG,2021,2021,1,,51678139,,equity_longonly,Y,high,Cabot growth equity
S000070458,Horizon Kinetics Inflation Beneficiaries ETF,Listed Funds Trust,,INFL,2021,2025,5,,1220267462,,equity_longonly,Y,high,thematic equity
S000070485,First Trust New York Municipal High Income ETF,First Trust Exchange-Traded Fund III,,FMNY,2021,2025,5,,19806749.5,,fixed_income,Y,high,First Trust; NY muni
S000070508,Innovator Double Stacker 9 Buffer ETF - January,Innovator ETFs Trust,,DBJA,2021,2023,3,,7169161.93,,equity_options,Y,high,Innovator double stacker buffer
S000070510,Sound Enhanced Fixed Income ETF,Tidal Trust I,,FXED,2021,2025,5,,41965221.77,,fixed_income,Y,high,enhanced fixed income
S000070511,Sound Equity Dividend Income ETF,Tidal Trust I,,DIVY,2021,2025,5,,30152875.21,,equity_longonly,Y,medium,Sound; dividend income equity
S000070517,Innovator Double Stacker ETF - January,Innovator ETFs Trust,,DSJA,2021,2023,3,,2631930.33,,equity_options,Y,high,Innovator double stacker
S000070518,Innovator Triple Stacker ETF - January,Innovator ETFs Trust,,TSJA,2021,2023,3,,5368306.36,,equity_options,Y,high,Innovator stacker options
S000070522,Uncommon Portfolio Design Core Equity ETF,Uncommon Investment Funds Trust,,UGCE,2021,2021,1,,20487068.16784614,,equity_longonly,Y,medium,core equity
